_id,stockTicker,stockName,currentPrice,marketCap,sector
2612,SVRA,"Savara, Inc.",11.86,361738218.98,Health Care
2613,SBFG,"SB Financial Group, Inc.",18.6028,89066411.4288,Finance
2614,SBFGP,"SB Financial Group, Inc.",18,0,Finance
2615,SBAC,SBA Communications Corporation,174.73,20538232126.94,Consumer Services
2616,SCSC,"ScanSource, Inc.",34.95,890907758.85,Technology
2617,SMIT,"Schmitt Industries, Inc.",2.98,11903744.1,Capital Goods
2618,SCHN,"Schnitzer Steel Industries, Inc.",34.95,950755020.45,Consumer Durables
2619,SCHL,Scholastic Corporation,38.65,1348773842.6,Consumer Services
2620,SGMS,Scientific Games Corp,48.7,4365535936.5,Technology
2621,SCPH,scPharmaceuticals Inc.,12.51,220302989.01,Health Care
2622,SNI,"Scripps Networks Interactive, Inc",88.62,11513122598.88,Consumer Services
2623,SCYX,"SCYNEXIS, Inc.",1.82,51977301.74,Health Care
2624,SEAC,"SeaChange International, Inc.",3.4,120713161.4,Technology
2625,SBCF,Seacoast Banking Corporation of Florida,25.96,1129576166.84,Finance
2626,STX,Seagate Technology PLC,54.44,15506003710.44,Technology
2627,SHIP,Seanergy Maritime Holdings Corp,1.035,38273623.11,Transportation
2628,SHIPW,Seanergy Maritime Holdings Corp,0.18,0,Transportation
2629,SHLD,Sears Holdings Corporation,2.49,267958157.82,Consumer Services
2630,SHLDW,Sears Holdings Corporation,0.252,0,Consumer Services
2631,SHOS,"Sears Hometown and Outlet Stores, Inc.",2.45,55620223.4,Consumer Services
2632,SPNE,SeaSpine Holdings Corporation,10.9,146377495.2,Health Care
2633,SGEN,"Seattle Genetics, Inc.",56.15,8081576347.15,Health Care
2634,EYES,"Second Sight Medical Products, Inc.",1.91,108500132.32,Health Care
2635,EYESW,"Second Sight Medical Products, Inc.",0.82,0,Health Care
2636,SECO,Secoo Holding Limited,13.93,118405000,Consumer Services
2637,SCWX,SecureWorks Corp.,9.51,771043144.92,Technology
2638,SNFCA,Security National Financial Corporation,4.6,79772799.8,Finance
2639,SEIC,SEI Investments Company,75.4,11873475208.4,Finance
2640,SLCT,"Select Bancorp, Inc.",13.11,184516734.33,Finance
2641,SIR,Select Income REIT,21.895,1959325988.045,Consumer Services
2642,SELB,"Selecta Biosciences, Inc.",9.01,201252549.76,Health Care
2643,SIGI,"Selective Insurance Group, Inc.",58.25,3401298991.75,Finance
2644,SLS,"SELLAS Life Sciences Group, Inc. ",6.305,36360247.755,Health Care
2645,LEDS,SemiLEDS Corporation,4.08,14459173.2,Technology
2646,SMTC,Semtech Corporation,35.65,2365677601.7,Technology
2647,SENEA,Seneca Foods Corp.,34.8,338913372,Consumer Non-Durables
2648,SENEB,Seneca Foods Corp.,32.36,315150480.4,Consumer Non-Durables
2649,SNES,"SenesTech, Inc.",0.68,7064857.96,Basic Industries
2650,SNH,Senior Housing Properties Trust,16.83,3999319783.47,Consumer Services
2651,SNHNI,Senior Housing Properties Trust,24.655,0,Consumer Services
2652,SNHNL,Senior Housing Properties Trust,25.6845,0,Consumer Services
2653,SNMX,"Senomyx, Inc.",1.19,56866283.67,Health Care
2654,SRTS,"Sensus Healthcare, Inc.",5.58,75267024.12,Health Care
2655,SRTSW,"Sensus Healthcare, Inc.",0.78,0,Health Care
2656,STNL,Sentinel Energy Services Inc.,9.8,0,Finance
2657,STNLU,Sentinel Energy Services Inc.,10,0,Finance
2658,STNLW,Sentinel Energy Services Inc.,0.83,0,Finance
2659,SQBG,"Sequential Brands Group, Inc.",1.56,98516917.2,Consumer Non-Durables
2660,MCRB,"Seres Therapeutics, Inc.",9.97,404085485.83,Health Care
2661,SREV,"ServiceSource International, Inc.",3.4,306523800.6,Miscellaneous
2662,SFBS,"ServisFirst Bancshares, Inc.",43,2278681198,Finance
2663,SSC,"Seven Stars Cloud Group, Inc.",3.19,199668454.48,Consumer Services
2664,SVBI,Severn Bancorp Inc,7.95,97351128.75,Finance
2665,SGBX,"SG Blocks, Inc.",4.37,18604130.06,Consumer Services
2666,SGOC,"SGOCO Group, Ltd",1.2189,14175894.7608,Technology
2667,SEII,Sharing Economy International Inc.,4.39,11547074.07,Technology
2668,SMED,Sharps Compliance Corp.,4.42,70757181.04,Basic Industries
2669,SHSP,"SharpSpring, Inc.",4.75,40068321,Technology
2670,SHEN,Shenandoah Telecommunications Co,33.25,1638051042.25,Public Utilities
2671,PIXY,"ShiftPixy, Inc.",2.95,84961994.2,Technology
2672,SHLO,"Shiloh Industries, Inc.",7.4,172752696.6,Capital Goods
2673,TYHT,"Shineco, Inc.",1.9,39964736.8,Consumer Non-Durables
2674,SHPG,Shire plc,142.37,10549532147.48,Health Care
2675,SCVL,"Shoe Carnival, Inc.",22.46,380736754.2,Consumer Services
2676,SHBI,Shore Bancshares Inc,18.41,233590203.84,Finance
2677,SSTI,"ShotSpotter, Inc.",16.8,164235607.2,Technology
2678,SFLY,"Shutterfly, Inc.",73.8,2423049127.2,Miscellaneous
2679,SIFI,"SI Financial Group, Inc.",14.45,176744221.3,Finance
2680,SIEB,Siebert Financial Corp.,9,244414692,Finance
2681,SNNA,"Sienna Biopharmaceuticals, Inc.",17.57,364404857.18,Health Care
2682,SIEN,"Sientra, Inc.",11.79,228670410.15,Health Care
2683,BSRR,Sierra Bancorp,27.48,418337932.8,Finance
2684,SRRA,"Sierra Oncology, Inc.",2.95,154274506.85,Health Care
2685,SWIR,"Sierra Wireless, Inc.",19.55,701092520.5,Technology
2686,SIFY,Sify Technologies Limited,2.13,53457195.75,Technology
2687,SIGM,"Sigma Designs, Inc.",5.6,216949790.4,Technology
2688,SGLB,"Sigma Labs, Inc.",1.66,8265022.14,Consumer Durables
2689,SGLBW,"Sigma Labs, Inc.",0.37,0,Consumer Durables
2690,SGMA,"SigmaTron International, Inc.",8.9,37474010.7,Technology
2691,SBNY,Signature Bank,157.11,8636962469.13,Finance
2692,SBNYW,Signature Bank,123.4238,0,Finance
2693,SLGN,Silgan Holdings Inc.,29.8,3289112896.8,Consumer Durables
2694,SILC,Silicom Ltd,66.14,492447089.64,Technology
2695,SLAB,"Silicon Laboratories, Inc.",97.55,4152228919.25,Technology
2696,SIMO,Silicon Motion Technology Corporation,50.36,1797867762.68,Technology
2697,SPIL,"Siliconware Precision Industries Company, Ltd.",8.54,305989617.64,Technology
2698,SRUN,Silver Run Acquisition Corporation II,10.39,1344206250,Finance
2699,SRUNU,Silver Run Acquisition Corporation II,11.48,0,Finance
2700,SRUNW,Silver Run Acquisition Corporation II,2.75,0,Finance
2701,SAMG,Silvercrest Asset Management Group Inc.,15.15,200001800.85,Finance
2702,SSNT,"SilverSun Technologies, Inc.",3.94,17693811.1,Miscellaneous
2703,SFNC,Simmons First National Corporation,59.75,2750949750,Finance
2704,SLP,"Simulations Plus, Inc.",16.35,282734860.2,Technology
2705,SINA,Sina Corporation,118.54,8477347796.4,Technology
2706,SBGI,"Sinclair Broadcast Group, Inc.",37.2,3784796038.8,Consumer Services
2707,SINO,"Sino-Global Shipping America, Ltd.",2.36,24627862.6,Transportation
2708,SVA,"Sinovac Biotech, Ltd.",8.47,482953140.67,Health Care
2709,SIRI,Sirius XM Holdings Inc.,6.11,28080460212.22,Consumer Services
2710,SITO,"SITO Mobile, Ltd.",5.89,129742546.33,Miscellaneous
2711,SKYS,"Sky Solar Holdings, Ltd.",1.1177,16027005.4321,Public Utilities
2712,SKLN,Skyline Medical Inc.,1.21,12309988.24,Health Care
2713,SKYW,"SkyWest, Inc.",56.55,2931694901.85,Transportation
2714,SWKS,"Skyworks Solutions, Inc.",103.15,18821522418.7,Technology
2715,SNBR,Sleep Number Corporation,37.1,1477284900,Consumer Durables
2716,SLM,SLM Corporation,11.79,5091979138.56,Finance
2717,SLMBP,SLM Corporation,68.5,274000000,Finance
2718,SGH,"SMART Global Holdings, Inc.",34.85,758018621.05,Technology
2719,SND,"Smart Sand, Inc.",9.47,382522022.51,Basic Industries
2720,SMBK,"SmartFinancial, Inc.",21.95,244798713.95,Finance
2721,SMSI,"Smith Micro Software, Inc.",2.4,34281487.2,Technology
2722,SMTX,SMTC Corporation,2.1899,36845498.9103,Technology
2723,LNCE,"Snyder&#39;s-Lance, Inc.",50.01,4862848775.28,Consumer Non-Durables
2724,SRAX,"Social Reality, Inc.",5,46627150,Technology
2725,SCKT,"Socket Mobile, Inc.",3.5,24538948,Technology
2726,SODA,SodaStream International Ltd.,79.18,1718036633.98,Consumer Durables
2727,SOHU,Sohu.com Inc.,38.31,1489545744.42,Technology
2728,SLRC,Solar Capital Ltd.,21.23,897197335.98,n/a
2729,SUNS,Solar Senior Capital Ltd.,17.04,273228783.12,n/a
2730,SEDG,"SolarEdge Technologies, Inc.",35.4,1522654783.8,Technology
2731,SLNO,"Soleno Therapeutics, Inc.",1.7799,17803015.4544,Health Care
2732,SLNOW,"Soleno Therapeutics, Inc.",0.13,0,Health Care
2733,SLGL,Sol-Gel Technologies Ltd.,13.64,0,n/a
2734,SLDB,Solid Biosciences Inc.,27.31,932664410.82,Health Care
2735,SNGX,"Soligenix, Inc.",2.16,18858182.4,Health Care
2736,SNGXW,"Soligenix, Inc.",0.6529,0,Health Care
2737,SONC,Sonic Corp.,25.5,980680326,Consumer Services
2738,SOFO,"Sonic Foundry, Inc.",2.54,11331818.84,Technology
2739,SNOA,"Sonoma Pharmaceuticals, Inc.",4.86,21403741.32,Health Care
2740,SNOAW,"Sonoma Pharmaceuticals, Inc.",0.44,0,Health Care
2741,SPHS,"Sophiris Bio, Inc.",2.23,67147871.19,n/a
2742,SORL,"SORL Auto Parts, Inc.",6.13,118339165.73,Capital Goods
2743,SRNE,"Sorrento Therapeutics, Inc.",7.25,599524097.75,Health Care
2744,SOHO,Sotherly Hotels Inc.,6.2,85705445.8,Consumer Services
2745,SOHOB,Sotherly Hotels Inc.,25.1699,0,Consumer Services
2746,SOHOO,Sotherly Hotels Inc.,25,0,Consumer Services
2747,SFBC,"Sound Financial Bancorp, Inc.",34.7,87098561.5,Finance
2748,SSB,South State Corporation,89.5,3289989212,Finance
2749,SFST,"Southern First Bancshares, Inc.",44.35,324601996.3,Finance
2750,SMBC,"Southern Missouri Bancorp, Inc.",38.39,329706295.82,Finance
2751,SONA,"Southern National Bancorp of Virginia, Inc.",16.32,390316512.96,Finance
2752,SBSI,"Southside Bancshares, Inc.",34.74,1214803501.38,Finance
2753,SP,SP Plus Corporation,38.75,872676040,Consumer Services
2754,SGRP,"SPAR Group, Inc.",1.47,30246674.43,Miscellaneous
2755,SPKE,"Spark Energy, Inc.",9.7,335918391.4,Public Utilities
2756,SPKEP,"Spark Energy, Inc.",24.39,0,Public Utilities
2757,ONCE,"Spark Therapeutics, Inc.",56.3,2083406609.8,Health Care
2758,SPAR,"Spartan Motors, Inc.",14.1,494954541.9,Capital Goods
2759,SPTN,SpartanNash Company,24.18,893976455.58,Consumer Non-Durables
2760,DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,25.471,146458250,n/a
2761,SPPI,"Spectrum Pharmaceuticals, Inc.",21.07,2120953354.66,Health Care
2762,SPRO,"Spero Therapeutics, Inc.",12.55,57745574.55,Health Care
2763,ANY,Sphere 3D Corp.,2.32,16491144.64,Technology
2764,SPEX,Spherix Incorporated,1.3822,8617876.0156,Miscellaneous
2765,SPI,"SPI Energy Co., Ltd.",0.9022,65415560.0774,Technology
2766,SAVE,"Spirit Airlines, Inc.",42.02,2915059931.08,Transportation
2767,SPLK,Splunk Inc.,92.35,13063684163.5,Technology
2768,SPOK,"Spok Holdings, Inc.",15.5,309741816.5,Public Utilities
2769,SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",4.91,209063601.95,Consumer Services
2770,SBPH,"Spring Bank Pharmaceuticals, Inc.",13.07,169270001.31,Health Care
2771,FUND,"Sprott Focus Trust, Inc.",8.13,202237652.4,Consumer Services
2772,SFM,"Sprouts Farmers Market, Inc.",27.68,3683393377.6,Consumer Services
2773,SPSC,"SPS Commerce, Inc.",52.52,904621286.4,Technology
2774,SSNC,"SS&C Technologies Holdings, Inc.",49.58,10206575637.94,Technology
2775,SSRM,SSR Mining Inc.,8.56,1025848478.72,Basic Industries
2776,STAA,STAAR Surgical Company,15.45,635987368.95,Health Care
2777,STAF,"Staffing 360 Solutions, Inc.",3.55,13845000,Technology
2778,STMP,Stamps.com Inc.,206.3,3605869838.4,Miscellaneous
2779,STLY,"Stanley Furniture Company, Inc.",0.68,10256665.08,Consumer Durables
2780,SBLK,Star Bulk Carriers Corp.,10.86,688692101.94,Transportation
2781,SBLKZ,Star Bulk Carriers Corp.,24.9,0,Transportation
2782,SBUX,Starbucks Corporation,56,78697600408,Consumer Services
2783,STFC,State Auto Financial Corporation,29.8,1259540865.6,Finance
2784,STBZ,State Bank Financial Corporation.,30.9,1204846280.1,Finance
2785,STDY,SteadyMed Ltd.,3.2,84979366.4,Health Care
2786,GASS,"StealthGas, Inc.",4.48,178575322.24,Transportation
2787,STLD,"Steel Dynamics, Inc.",45.56,10795523279.04,Basic Industries
2788,SMRT,"Stein Mart, Inc.",0.652,31264938.72,Consumer Services
2789,STLR,Stellar Acquisition III Inc.,10.24,92264212.48,Finance
2790,STLRU,Stellar Acquisition III Inc.,10.7,0,Finance
2791,STLRW,Stellar Acquisition III Inc.,0.4,0,Finance
2792,SBOT,"Stellar Biotechnologies, Inc.",0.8294,8725367.6224,Health Care
2793,STML,"Stemline Therapeutics, Inc.",15.85,400797475.95,Health Care
2794,SRCL,"Stericycle, Inc.",74.25,6338936043,Basic Industries
2795,SRCLP,"Stericycle, Inc.",57.77,0,Basic Industries
2796,SBT,"Sterling Bancorp, Inc.",12.49,661511716.92,Finance
2797,STRL,Sterling Construction Company Inc,13.69,370330147.67,Basic Industries
2798,SHOO,"Steven Madden, Ltd.",46.2,2730571258.8,Consumer Non-Durables
2799,SSFN,Stewardship Financial Corp,11.75,101582686.25,Finance
2800,SFIX,"Stitch Fix, Inc.",20.21,1958844367.31,Consumer Services
2801,SYBT,"Stock Yards Bancorp, Inc.",36.5,827783500,Finance
2802,BANX,StoneCastle Financial Corp,21.29,139285332.81,n/a
2803,SSKN,"Strata Skin Sciences, Inc.",1.39,5665763.71,Health Care
2804,SSYS,"Stratasys, Ltd.",21.36,1136394720,Technology
2805,HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,24.98,0,n/a
2806,STRT,Strattec Security Corporation,36,132165072,Capital Goods
2807,STRS,Stratus Properties Inc.,31.15,253358587.3,Consumer Services
2808,STRA,"Strayer Education, Inc.",93.12,1039910616,Consumer Services
2809,STRM,"Streamline Health Solutions, Inc.",1.79,35772689.97,Technology
2810,SBBP,Strongbridge Biopharma plc,6.9,277090593.3,Health Care
2811,STB,Student Transportation Inc,5.91,561706653.57,Transportation
2812,SCMP,"Sucampo Pharmaceuticals, Inc.",17.975,847853877.375,Health Care
2813,SUMR,"Summer Infant, Inc.",1.3,24198073.9,Consumer Durables
2814,SMMF,"Summit Financial Group, Inc.",25.5,315143331,Finance
2815,SSBI,Summit State Bank,13.1665,79545080.5875,n/a
2816,SMMT,Summit Therapeutics plc,13.64,86889173.36,Health Care
2817,SNHY,Sun Hydraulics Corporation,59.1,1600259269.5,Capital Goods
2818,SNDE,Sundance Energy Australia Limited,8.32,9383703.68,Energy
2819,SNSS,"Sunesis Pharmaceuticals, Inc.",5.71,195557918.62,Health Care
2820,STKL,"SunOpta, Inc.",7.2,624702938.4,Consumer Services
2821,SPWR,SunPower Corporation,7.81,1090053235.37,Technology
2822,RUN,Sunrun Inc.,6.07,648195876,Capital Goods
2823,SUNW,"Sunworks, Inc.",1.1099,24923541.4736,Public Utilities
2824,SMCI,"Super Micro Computer, Inc.",22.575,1099244294.4,Technology
2825,SPCB,"SuperCom, Ltd.",3.49,52134803.11,Technology
2826,SCON,Superconductor Technologies Inc.,1.1266,12121383.4426,Technology
2827,SGC,"Superior Uniform Group, Inc.",23.585,350535152.135,Consumer Non-Durables
2828,SUPN,"Supernus Pharmaceuticals, Inc.",40.7,2086368772.4,Health Care
2829,SPRT,"support.com, Inc.",2.76,51649480.8,Technology
2830,SGRY,"Surgery Partners, Inc.",15.35,748608693.6,Health Care
2831,SRDX,"Surmodics, Inc.",29.85,393899346.3,Health Care
2832,SBBX,Sussex Bancorp,28.75,228280175,Finance
2833,SIVB,SVB Financial Group,253.38,13363445914.02,Finance
2834,SYKE,"Sykes Enterprises, Incorporated",31.19,1337973835.94,Technology
2835,SYMC,Symantec Corporation,27.36,16962709188.96,Technology
2836,SYNC,"Synacor, Inc.",2,77372136,Technology
2837,SYNL,Synalloy Corporation,13.55,118271147.9,Basic Industries
2838,SYNA,Synaptics Incorporated,42.53,1447357483.44,Technology
2839,SNCR,"Synchronoss Technologies, Inc.",8.05,382494502.25,Technology
2840,SNDX,"Syndax Pharmaceuticals, Inc.",11.37,277313492.73,Health Care
2841,SYNH,"Syneos Health, Inc.",39.15,4085105653.8,Health Care
2842,SGYP,"Synergy Pharmaceuticals, Inc.",2.05,461157629.05,Health Care
2843,SYBX,"Synlogic, Inc.",9.82,159921361.22,n/a
2844,SNPS,"Synopsys, Inc.",91.38,13589454433.56,Technology
2845,SYNT,"Syntel, Inc.",22.73,1883269078.81,Technology
2846,SES,"Synthesis Energy Systems, Inc.",2.211,24232560,Basic Industries
2847,SYPR,"Sypris Solutions, Inc.",1.43,30633570.11,Capital Goods
2848,SYRS,"Syros Pharmaceuticals, Inc.",9.53,250605035.08,Health Care
2849,TROW,"T. Rowe Price Group, Inc.",112.16,27177493637.76,Finance
2850,TTOO,"T2 Biosystems, Inc.",4.92,176258803.2,Health Care
2851,TRHC,"Tabula Rasa HealthCare, Inc.",35.71,637387754.29,Miscellaneous
2852,TCMD,"Tactile Systems Technology, Inc.",31.55,558491348.3,Health Care
2853,TAIT,Taitron Components Incorporated,1.6,8913355.2,Consumer Non-Durables
2854,TTWO,"Take-Two Interactive Software, Inc.",124.64,14215575517.28,Technology
2855,TLND,Talend S.A.,38.48,723476948.48,Technology
2856,TNDM,"Tandem Diabetes Care, Inc.",2.72,27522752.48,Health Care
2857,TLF,"Tandy Leather Factory, Inc.",7.22,66935623.64,Consumer Non-Durables
2858,TANH,Tantech Holdings Ltd.,2.67,76637656.14,Basic Industries
2859,TPIV,TapImmune Inc.,3.7,39241178.8,Health Care
2860,TEDU,"Tarena International, Inc.",13.52,469854895.12,Consumer Services
2861,TATT,TAT Technologies Ltd.,10.5,92904294,Capital Goods
2862,TAYD,"Taylor Devices, Inc.",11.75,40605203.5,Capital Goods
2863,CGBD,"TCG BDC, Inc.",17.89,1112894017.67,n/a
2864,TCPC,TCP Capital Corp.,15.31,900111092.84,n/a
2865,AMTD,TD Ameritrade Holding Corporation,57.57,32654854133.46,Finance
2866,PETZ,"TDH Holdings, Inc.",4.9,45202500,Consumer Non-Durables
2867,TECD,Tech Data Corporation,101.13,3858436857.81,Technology
2868,TCCO,Technical Communications Corporation,9.25,17018862.25,Technology
2869,TTGT,"TechTarget, Inc.",15.8,436039504.6,Miscellaneous
2870,TGLS,Tecnoglass Inc.,9.29,318151146.25,Consumer Durables
2871,TGEN,Tecogen Inc.,2.28,56371613.76,Capital Goods
2872,TNAV,"Telenav, Inc.",5.65,250363726.6,Capital Goods
2873,TLGT,"Teligent, Inc.",3,160200843,Health Care
2874,TELL,Tellurian Inc.,11.56,2589910734.76,Energy
2875,TENX,"Tenax Therapeutics, Inc.",0.325,9176951.875,Health Care
2876,TERP,"TerraForm Power, Inc.",10.98,1627504230.42,Public Utilities
2877,TBNK,Territorial Bancorp Inc.,30.62,303599075.96,Finance
2878,TSRO,"TESARO, Inc.",63.4,3447814235.2,Health Care
2879,TSLA,"Tesla, Inc. ",349.25,58697537703.75,Capital Goods
2880,TESS,TESSCO Technologies Incorporated,22.8,191022025.2,Consumer Non-Durables
2881,TTEK,"Tetra Tech, Inc.",53,2964325245,Consumer Services
2882,TTPH,"Tetraphase Pharmaceuticals, Inc.",5.53,284322909.43,Health Care
2883,TCBI,"Texas Capital Bancshares, Inc.",95.8,4755832355.2,Finance
2884,TCBIL,"Texas Capital Bancshares, Inc.",25.42,0,Finance
2885,TCBIP,"Texas Capital Bancshares, Inc.",25.47,152820000,Finance
2886,TCBIW,"Texas Capital Bancshares, Inc.",68.2636,0,Finance
2887,TXN,Texas Instruments Incorporated,110.08,108226112117.76,Technology
2888,TXRH,"Texas Roadhouse, Inc.",58.98,4193844560.7,Consumer Services
2889,TFSL,TFS Financial Corporation,15.1,4243892463.1,Finance
2890,TGTX,"TG Therapeutics, Inc.",11.3,798370617.1,Health Care
2891,ANDE,"The Andersons, Inc.",34,965600000,Consumer Services
2892,TBBK,"The Bancorp, Inc.",10.78,601105197,Finance
2893,BPRN,The Bank of Princeton,32.51,0,n/a
2894,CG,The Carlyle Group L.P.,25.85,8644651428.6,Finance
2895,TCGP,The Carlyle Group L.P.,23.95,0,Finance
2896,CAKE,The Cheesecake Factory Incorporated,50.89,2330013153.65,Consumer Services
2897,CHEF,"The Chefs&#39; Warehouse, Inc.",20.55,584891572.35,Consumer Non-Durables
2898,TCFC,The Community Financial Corporation,36.85,205101977.85,Finance
2899,DSGX,The Descartes Systems Group Inc.,28.5,2188044664.5,Technology
2900,DXYN,"The Dixie Group, Inc.",3.5,56494588.5,Consumer Durables
2901,ENSG,"The Ensign Group, Inc.",22.85,1169247593.05,Health Care
2902,XONE,The ExOne Company,9.78,158031293.82,Capital Goods
2903,FINL,"The Finish Line, Inc.",11.17,450442112.54,Consumer Services
2904,FBMS,"The First Bancshares, Inc.",33,368474931,Finance
2905,FLIC,The First of Long Island Corporation,28.5,701988174,Finance
2906,GT,The Goodyear Tire & Rubber Company,34.51,8500748428.06,Consumer Durables
2907,HABT,"The Habit Restaurants, Inc.",8.65,225116457.6,Consumer Services
2908,HCKT,"The Hackett Group, Inc.",16.03,459361098.14,Consumer Services
2909,HAIN,"The Hain Celestial Group, Inc.",38.19,3963804564.72,Consumer Non-Durables
2910,CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",7.4383,45623995.7397,n/a
2911,INTG,The Intergroup Corporation,23.8,56079892.4,Consumer Services
2912,JYNT,The Joint Corp.,5.31,71781355.26,Miscellaneous
2913,KEYW,The KEYW Holding Corporation,6.85,341098044.75,Technology
2914,KHC,The Kraft Heinz Company,78.57,95735017874.52,Consumer Non-Durables
2915,OLD,The Long-Term Care ETF,23.09,2309023.09,n/a
2916,MSG,The Madison Square Garden Company,217.75,5130286463.25,Consumer Services
2917,MDCO,The Medicines Company,33.47,2439872463.65,Health Care
2918,MEET,"The Meet Group, Inc.",2.75,197466544,Consumer Services
2919,MIK,"The Michaels Companies, Inc.",26.9,4875588281.5,Consumer Services
2920,MIDD,The Middleby Corporation,135.78,7591850303.28,Technology
2921,NAVG,"The Navigators Group, Inc.",48.7,1436806862.7,Finance
2922,SLIM,The Obesity ETF,32.7033,3270362.7033,n/a
2923,STKS,"The ONE Group Hospitality, Inc.",2.21,59750821.91,Consumer Services
2924,ORG,The Organics ETF,34.75,0,n/a
2925,PCLN,The Priceline Group Inc. ,1903.69,92842097024.74,Miscellaneous
2926,PRSC,The Providence Service Corporation,65.55,872175656.1,Consumer Services
2927,RMR,The RMR Group Inc.,63.95,1992831515.1,Consumer Services
2928,SMPL,The Simply Good Foods Company,13.94,983921067.62,Consumer Non-Durables
2929,SMPLW,The Simply Good Foods Company,3.74,0,Consumer Non-Durables
2930,TSG,The Stars Group Inc.,25.7,3802260361.8,Technology
2931,TTD,"The Trade Desk, Inc.",45.83,1882447176.46,Technology
2932,ULTI,"The Ultimate Software Group, Inc.",224.69,6712791479.79,Technology
2933,YORW,The York Water Company,31.05,399315420,Public Utilities
2934,NCTY,The9 Limited,0.915,19801482.975,Miscellaneous
2935,TXMD,"TherapeuticsMD, Inc.",5.56,1203348809.52,Health Care
2936,TRPX,Therapix Biosciences Ltd.,6.055,12365648.155,Health Care
2937,TBPH,"Theravance Biopharma, Inc.",25.81,1396408186.18,Health Care
2938,TST,"TheStreet, Inc.",1.31,64208241.75,Consumer Services
2939,TCRD,"THL Credit, Inc.",8.65,282626553.5,n/a
2940,TICC,TICC Capital Corp.,5.47,281592367.23,n/a
2941,TICCL,TICC Capital Corp.,25.59,0,n/a
2942,TIG,TiGenix,43.08,50207069.04,Health Care
2943,TTS,"Tile Shop Hldgs, Inc.",8.95,466814681.75,Consumer Services
2944,TIL,Till Capital Ltd.,4.2,13821712.8,Finance
2945,TSBK,"Timberland Bancorp, Inc.",28.19,207684948.13,Finance
2946,TNTR,"Tintri, Inc.",5.38,168523641.86,Technology
2947,TIPT,Tiptree Inc.,6.1,230912340.2,Finance
2948,TITN,Titan Machinery Inc.,21.15,467301001.5,Consumer Services
2949,TTNP,"Titan Pharmaceuticals, Inc.",1.35,28625054.4,Health Care
2950,TVTY,"Tivity Health, Inc.",38.1,1509403928.1,Health Care
2951,TIVO,TiVo Corporation,13.85,1690447900,Miscellaneous
2952,TMUS,"T-Mobile US, Inc.",63.79,53070989811.42,Public Utilities
2953,TOCA,Tocagen Inc.,13.39,265248522.11,Health Care
2954,TNXP,Tonix Pharmaceuticals Holding Corp.,3.63,28423045.2,Health Care
2955,TISA,"Top Image Systems, Ltd.",1.12,20084097.6,Technology
2956,TOPS,TOP Ships Inc.,0.2189,13067194.1279,Transportation
2957,TORM          ,TOR Minerals International Inc,5.3768,19043028.6904,Basic Industries
2958,TRCH,"Torchlight Energy Resources, Inc.",1.19,71652202.65,Energy
2959,TRMD,TORM plc,n/a,0,Transportation
2960,TSEM,Tower Semiconductor Ltd.,33.44,3292426056.48,Technology
2961,CLUB,"Town Sports International Holdings, Inc.",6.1,162754649,Consumer Services
2962,TOWN,Towne Bank,30.55,1913128403.55,n/a
2963,TPIC,"TPI Composites, Inc.",19.95,678499799.25,Energy
2964,TCON,"TRACON Pharmaceuticals, Inc.",2.9,51330000,Health Care
2965,TSCO,Tractor Supply Company,71.44,8970318164.16,Consumer Services
2966,TWMC,Trans World Entertainment Corp.,1.705,61736079.02,Consumer Services
2967,TACT,TransAct Technologies Incorporated,14.95,110118904.35,Technology
2968,TRNS,"Transcat, Inc.",15.7,112127735.8,Capital Goods
2969,TGA,TransGlobe Energy Corporation,1.46,105419838.74,Energy
2970,TA,TravelCenters of America LLC,4.25,167943769.25,Consumer Durables
2971,TANNI,TravelCenters of America LLC,24.47,0,Consumer Durables
2972,TANNL,TravelCenters of America LLC,24.27,0,Consumer Durables
2973,TANNZ,TravelCenters of America LLC,24.522,0,Consumer Durables
2974,TZOO,Travelzoo,6.15,76638550.95,Technology
2975,TRMT,Tremont Mortgage Trust,15.08,46749508,n/a
2976,TRVN,"Trevena, Inc.",1.61,100304579.41,Health Care
2977,TCBK,TriCo Bancshares,37.42,859013520,Finance
2978,TRIL,Trillium Therapeutics Inc.,7.9,103864491.6,Health Care
2979,TRS,TriMas Corporation,26.95,1232185262,Capital Goods
2980,TRMB,Trimble Inc.,44.45,11063454314.5,Capital Goods
2981,TRIB,Trinity Biotech plc,5.45,130556090.7,Health Care
2982,TRIP,"TripAdvisor, Inc.",34.62,4808004100.98,Technology
2983,TSC,"TriState Capital Holdings, Inc.",24.25,693261449.25,Finance
2984,TBK,"Triumph Bancorp, Inc.",38.75,806792243.75,Finance
2985,TRVG,trivago N.V.,7.88,243548050.44,Technology
2986,TRNC,"tronc, Inc.",20.26,680704597,Consumer Services
2987,TROV,"TrovaGene, Inc.",0.2675,14121002.1275,Health Care
2988,TRUE,"TrueCar, Inc.",11.75,1174841574.75,Technology
2989,THST,"Truett-Hurst, Inc.",1.82,8117969.86,Consumer Non-Durables
2990,TRUP,"Trupanion, Inc.",34.1,1024357316.4,Health Care
